ModelPartsID,ModelYear,CarLineCode,TrimLevel,PartNumber,AccessoryName,AccessoryNameFR,AdditionalDescriptionEn,AdditionalDescriptionFr,RestrictionEn,RestrictionFr,PartResidualVal,IsPopular,MSRP,StandardInstallTime,DisplayOrder
6242,2024,CX50,JXTM84AP00,C9N1V9510,Cargo Blocks,Blocs de cargaison,"Secure your groceries, sports equipment and other loose items while keeping them handy for easy access. ","Sécurisez vos courses, vos équipements de sport et autres articles en vrac tout en les gardant à portée de main pour un accès facile. ",,,,FALSE,74.04,0,504
6243,2024,CX50,JXTM84AP00,C9N2V3855,Roof Rack - Kayak Carrier,Porte-bagages de toit - Porte-kayak,Easily transport your kayak with the roof rack-mounted kayak carrier. Requires roof rack. ,Transportez facilement votre kayak avec le porte-kayak de toit. Porte-bagage de toit requis. ,,,,FALSE,449.95,0.4,702
6244,2024,CX50,JXTM84AP00,C9N1V3861,Roof Rack - Cargo Box,Porte-bagages de toit - Coffre à bagages,"Keep all your gear safely stowed away with our streamlined cargo box, featuring a matte black finish and locking latch. Requires roof rack. ",Rangez votre équipement de façon sécuritaire grâce à notre malle de toit profilée au fini noir mat avec loquet de verrouillage. Porte-bagage de toit requis. ,,,,FALSE,979.95,0.4,702
6245,2024,CX50,JXTM84AP00,C9N1V3854,Roof Rack - Bike Carrier,Porte-bagages de toit - Porte-vélo,Each carrier holds one bicycle. ,Chaque porte-bicyclette permet de transporter un vélo. ,,,,FALSE,439.9,0.3,702
6246,2024,CX50,JXTM84AP00,C9N1V3851,Roof Rack - Ski/Snow Carrier,Porte-bagages toit - Porte-skis/planches à neige,"The sporty, convenient ski/snowboard carrier lets you load up to four snowboards or six pairs of skis. Requires roof rack. ",Ce pratique porte-skis et planches à neige vous permet de transporter jusqu’à 4 planches à neige ou 6 paires de skis. Porte-bagage de toit requis. ,,,,FALSE,529.95,0.3,702
6247,2024,CX50,JXTM84AP00,VA40V0350,All-Weather Floor Mats,Protège-moquettes toutes saisons,"Help keep the great outdoors in its place with all-weather floor mats that guard against snow, mud, sand and whatever else comes through the door.  ","Laissez les grands espaces à l’extérieur. Ces tapis toutes saisons protègent vos moquettes de la neige, de la boue, du sable et de tout ce que vous traînez sous vos semelles.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,TRUE,220,0,502
6248,2024,CX50,JXTM84AP00,BDTVV9090,Alloy Pedal Kit,Pédale en alliage - Trousse,"Our high-quality alloy pedals give your interior a sporty, more powerful appearance. ",Nos pédales en alliage de haute qualité donnent à votre habitacle une allure performante et sportive. ,,,,FALSE,336,0.5,503
6249,2024,CX50,JXTM84AP00,VA40V7210,Auto-Dimming Mirror with Homelink®,Rétroviseur à atténuation automatique HomeLink®,"The Genuine Mazda Accessory Framless Auto Dimming Rearview Mirror lets you program your garage door, entry gates and security lights to operate at the touch of a button. And the smart mirror system with frameless design automatically adjusts to reduce glare from headlights behind you. ","Le rétroviseur sans cadre à auto-atténuation, accessoire d'origine Mazda, vous permet de programmer le fonctionnement de votre porte de garage, de votre portail d'entrée et de votre éclairage de sécurité, à la seule pression d'un bouton. Et le système de rétroviseur intelligent avec design sans cadre s'ajuste automatiquement pour réduire les reflets éblouissants des phares derrière vous. ",,,,FALSE,496.76,0.4,503
6250,2024,CX50,JXTM84AP00,00VPCX50FL10,Floor Liner - First Row,Tapis-doublure de plancher - 1re rangée,"Combine style and function with our custom-fitted premium floor liners. Features patented anti-skid fibre technology, a striking design, and will protect your Mazda for years to come.  ","Combinez style et fonctionnalité avec notre revêtement de plancher de qualité supérieure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre Mazda pour de nombreuses années.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,,193,0,500
6251,2024,CX50,JXTM84AP00,00VPCX50FL20,Floor Liner - Second Row,Tapis-doublure de plancher - 2e rangée,"Combine style and function with our custom-fitted premium floor liners. Features patented anti-skid fibre technology, a striking design, and will protect your Mazda for years to come. ","Combinez style et fonctionnalité avec notre revêtement de plancher de qualité supérieure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre Mazda pour de nombreuses années.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,,139,0,500
6252,2024,CX50,JXTM84AP00,VA4066CHXA,Wireless Charger,Chargeur sans fils,"Charge your Qi enabled smartphone with our Wireless Charging Pad! Simply place your phone on the charging pad until the indicator light turns green, then go about your daily routine. For AWD vehicles. ","Rechargez votre smartphone compatible Qi avec notre chargeur sans fil! Placez simplement votre téléphone sur le chargeur jusqu'à ce que le voyant devienne vert, puis suivez votre routine quotidienne. Pour les véhicules à traction intégrale. ",VA54V7442 required ,VA54V7442 requis,,TRUE,364.27,1.3,102
6253,2024,CX50,JXTM84AP00,VA54V7442,Wireless Charger - harness kit,Chargeur sans fil - kit harnais,"Charge your Qi enabled smartphone with our Wireless Charging Pad! Simply place your phone on the charging pad until the indicator light turns green, then go about your daily routine. For AWD vehicles. ","Rechargez votre smartphone compatible Qi avec notre chargeur sans fil! Placez simplement votre téléphone sur le chargeur jusqu'à ce que le voyant devienne vert, puis suivez votre routine quotidienne. Pour les véhicules à traction intégrale. ",VA4066CHXA required ,VA4066CHXA requis,,,104.5,0,102
6254,2024,CX50,JXTM84AP00,VA40V1350,Retractable Cargo Cover,Couvre-bagages rétractable,"Keep your valuables out of view from prying eyes. Our cargo cover is easy to install, remove or retract when full cargo access is needed. ","Gardez vos objets de valeur à l’abri des regards. Notre cache-bagages se pose, se retire et se replie en un tournemain, pour faciliter le chargement. ",,,,FALSE,249,0.1,705
6255,2024,CX50,JXTM84AP00,VA40V0530,Cargo Net,Filet d’espace de chargement,"Keep your stuff from rolling around your trunk with the cargo net. Secure groceries, sports equipment and other loose items while also keeping them handy. ",Empêchez les objets de rouler dans votre coffre grâce à notre filet à bagages. Fixez solidement votre articles en vrac tout en les gardant à portée de main. ,,,,FALSE,73,0.1,705
6256,2024,CX50,JXTM84AP00,VA41V0360,Cargo Liner with Seatback Protection,Doublure de coffre avec protection de dossier de s,"This flexible, durable cargo liner protects against spills and other damage. Removes easily for quick clean-up. ",Ce protecteur pour espace de chargement pratique et durable prévient les dégâts et autres éclaboussures. S’enlève facilement pour le nettoyage. ,,,,FALSE,166.76,0,705
6257,2024,CX50,JXTM84AP00,VA40V1370,Door Sill Trim Plates - Illuminated,Plaques de seuil de porte - Illuminées,Dress up your vehicle with these stylish illuminated scuff plates. Light your way every time you step in or out of your vehicle.  ,Ajoutez une touche de raffinement à votre véhicule avec ces élégantes plaques de seuil éclairées. Éclairez la voie chaque fois que vous entrez ou sortez de votre véhicule. ,Front Illuminated / Back Non-Illuminated. ,Devant éclairées / Arriere non-éclairées  ,400,TRUE,496.84,0.4,503
6258,2024,CX50,JXTM84AP00,VA41V3840,Roof Rack - Cross Bars Black,Porte-bagages de toit - Barres transversales noir,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",VA54V384E - Required for install for Black and Silver Crossbars  ,VA54V384E - Requis pour l’installation des barres transversales noires et argentées,,FALSE,571.24,0.3,700
6260,2024,CX50,JXTM84AP00,VA40V3862,Roof Rack - Platform,Porte-bagages de toit - Plateforme,Amplify your utility with our versatile Rooftop Platform to help secure and tie down your load. Crossbars required for installation. ,Amplifiez votre utilité grâce à notre plate-forme de toit polyvalente qui permet de sécuriser et d'arrimer votre chargement. Barres transversales requises pour l'installation. ,Cross Bars required ,Barres transversales requises ,,TRUE,1299,0.3,702
6261,2024,CX50,JXTM84AP00,C9N1V9910,"Roof Top Tent, 2 Person","Tente de toit, petite, 2 personnes","Sleeps up to two (2) people. Large doors, windows and skylights with 4-season weather protection with rainfly and waterproof coating. The easy-to-deploy design is great when it’s dark or raining. The mesh panel improves ventilation and lets you view the starry skies. Includes a 2.5"" thick foam mattress. Crossbars required.  ","Peut accueillir jusqu'à deux (2) personnes. Grandes portes, fenêtres et lucarnes. Protection 4 saisons contre les intempéries grâce à la toile de pluie et au revêtement imperméable. La conception facile à déployer est idéale lorsqu'il fait sombre ou qu'il pleut. Le panneau en maille améliore la ventilation et vous permet d'admirer le ciel étoilé. Comprend un matelas en mousse de 2,5"" d'épaisseur. ",The 2-person tent has a weight capacity of 400lbs. ,La tente pour 2 personnes a une capacité de poids de 400 lb.,,FALSE,2411.73,0.7,702
6262,2024,CX50,JXTM84AP00,VA40V3920,Trailer Hitch,Attelage de remorque,Pull your toys to your favourite destination with this receiver designed especially for your vehicle.  ,Tirez vos jouets vers votre destination préférée avec ce récepteur conçu spécialement pour votre véhicule. , ,,150,TRUE,547.36,0.7,703
6263,2024,CX50,JXTM84AP00,VA40V3100,SIDE ROCKER TRIM,GARNITURE LATÉRALE DE BAS DE CAISSE,Side Rocker Trim adds an appealing accent piece to the CX-50. ,Les garnitures latérales de bas de caisse ajoutent une touche attrayante à la CX-50. ,,,,,336.78,0.6,305
6264,2024,CX50,JXTM84AP00,VA45V3450,Splash Guard - Front,Garde-boue - Avant,Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,125.44,0.4,302
6265,2024,CX50,JXTM84AP00,VA45V3460,Splash Guard - Rear,Garde-boue - Arrière,Help protect your vehicle’s finish from rocks and other road debris with our durable splash guards. ,Protégez la finition de votre véhicule contre les pierres et autres débris de la route avec nos garde-boues durables. ,,,150,FALSE,125.44,0.4,302
6266,2024,CX50,JXTM84AP00,VA41V4320,Hood Graphics (non-meridian),GRAPHIQUE POUR CAPOT,This unique matte black hood graphic reducing glare help you personalize the appearance your Mazda CX-50.  ,Ce graphique de capot noir mat unique réduisant les reflets vous aide à personnaliser l'apparence de votre Mazda CX-50.  ,,,,,209.99,0.2,306
6268,2024,CX50,JXTM84AP00,VA40V1130,Windshield Sunscreen,Écran pare-soleil de pare-brise,Help keep your Mazda's interior cool while parked. Silver reflective material construction and includes the Mazda logo. ,Aidez à garder l'intérieur de votre Mazda au frais lorsque vous êtes garé. Construction en matériau réfléchissant argent et comprend le logo Mazda. ,,,,FALSE,106.82,0,901
6269,2024,CX50,JXTM84AP00,C9N2V9740,Wheel Locks -Black (2-Hex),Écrous de roues antivol - noirs (2 hexagonaux),Protect your investment and help keep your alloy wheels safe from theft with our custom-keyed wheel locks.  Package Qty of 4. ,Protégez votre investissement et éloignez les voleurs de vos jantes en alliage avec nos verrous de roue ajustés sur mesure.  Quantité par paquet de 4. ,,,,FALSE,92.95,0.1,305
6270,2024,CX50,JXTM84AP00,000088120DPB,Wheel Locks - 21mm,Écrous de roues antivol - 21mm,Protect your investment and help keep your alloy wheels safe from theft with our custom-keyed wheel locks.  ,Protégez votre investissement et éloignez les voleurs de vos jantes en alliage avec nos verrous de roue ajustés sur mesure.  ,,,,TRUE,45.58,0.2,305
6271,2024,CX50,JXTM84AP00,000088016446V,Touch-Up Paint Pen-Soul Red Crystal Metallic (46V),Crayon ret-peinture -Rouge vibrant cristal (46V),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Soul Red Crystal Metallic (46V) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Rouge vibrant cristal métallisé (46V) de votre véhicule. ,,,,FALSE,18.5,0,903
6272,2024,CX50,JXTM84AP00,000088016441W,Touch-Up Paint Pen - Jet Black Mica (41W),Crayon ret-peinture - Noir de jais mica (41W),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Jet Black Mica (41W) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Noir de jais mica (41W) de votre véhicule. ,,,,FALSE,14.5,0,903
6273,2024,CX50,JXTM84AP00,000088016448B,Touch-Up Paint Pen - Ingot Blue Mica (48B),Crayon ret-peinture -Bleu lingot mica (48B),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Ingot Blue Mica (48B) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Bleu lingot mica (48B) de votre véhicule. ,,,,FALSE,14.5,0,903
6274,2024,CX50,JXTM84AP00,000088016448K,Touch-Up Paint Pen - Wind Chill Pearl (48K),Crayon ret-peinture - Brise fraîche perlée (48K),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Wind Chill Pearl (48K) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Brise fraîche perlée (48K) de votre véhicule. ,,,,FALSE,14.5,0,903
6275,2024,CX50,JXTM84AP00,000088016448T,Touch-Up Paint Pen - Zircon Sand Metallic (48T),Crayon ret-peinture - Sable de zircon méta (48T),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Zircon Sand Metallic (48T) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Sable de zircon métallisé (48T) de votre véhicule. ,,,,FALSE,14.5,0,903
6276,2024,CX50,JXTM84AP00,000088016446G,Touch-Up Paint Pen - Machine Grey Metallic (46G),Crayon ret-peinture - Gris mécanique métal (46G),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Machine Grey Metallic (46G) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Gris mécanique métallisé (46G) de votre véhicule. ,,,,TRUE,14.5,0,305
6277,2024,CX50,JXTM84AP00,000088016447C,Touch-Up Paint Pen - Polymetal Grey (47C),Crayon retouche de peinture - Gris Polymétal (47C),Cover up minor nicks and scratches. Perfectly matched to your vehicle’s Polymetal Grey (47C) colour. ,Effacez les entailles et les égratignures mineures. Parfaitement assortie à la couleur innovante Gris Polymétal (47C) de votre véhicule. ,,,,FALSE,14.49,0,903
6278,2024,CX50,JXTM84AP00,VA40V7780A,Trailer Hitch - Harness 4 pin,Attelage de remorque - Faisceau de fils 4 broches,4-prong Wire harness. ,Faisceau de fils à 4 broches. ,"Only available for non-turbo models - Max towing capacity is 2,000lbs non-turbo ",Uniquement disponible pour les modèles non turbo - La capacité de remorquage maximale est de 2 000 lb non turbo,,TRUE,277.71,0,703
6279,2024,CX50,JXTM84AP00,C9N2V3940,Bike Carrier (4-Bikes),Porte-vélos pour attelage de remorque -4 vélos,Bring up to two bicycles to your favourite destination with the bicycle carrier hitch mount. Accessory hitch required & sold separately. ,Apportez jusqu’à deux vélos à votre destination préférée avec le porte-bicyclettes pour attelage de remorque. Le bras articulé vous permet d’accéder facilement au hayon pour l’ouvrir. Attelage de remorque vendu séparément.  ,,,,FALSE,499.95,0.2,704
6280,2024,CX50,JXTM84AP00,C9N1V3940,Bike Carrier (2-Bikes),Porte-vélos pour attelage de remorque - 2 vélos,Bring up to two bicycles to your favourite destination with the bicycle carrier hitch mount. Accessory hitch required & sold separately. ,Apportez jusqu’à deux vélos à votre destination préférée avec le porte-bicyclettes pour attelage de remorque. Le bras articulé vous permet d’accéder facilement au hayon pour l’ouvrir. Attelage de remorque vendu séparément.  ,,,,FALSE,429.95,0.2,704
6281,2024,CX50,JXTM84AP00,000088CX50BH,Block Heater,Chauffe-bloc,Don't get caught out in the cold. Protect your engine from frigid Canadian winters. ,Ne vous laissez pas surprendre par le froid. Protégez votre moteur contre les rudes hivers canadiens. ,,,400,FALSE,435.86,2,301
6282,2024,CX50,JXTM84AP00,VA54V384E,"Aero Kit, Crossbars","Kit Aero, barres transversales","It's easy to conveniently stow your gear with the CX-50 Roof Rack and lifestyle attachments. There's plenty of room and options for fun, road-bound adventures. Roof Rails and Crossbars sold separately. All attachments require Roof Rails and Crossbars. Roof Rack Attachment sold separately. Load capacity up to 75kg/165 lbs. ",Il est facile de ranger votre équipement de manière pratique avec le porte-bagages de toit CX-50 et les accessoires de style de vie. Il y a beaucoup de place et d'options pour des aventures amusantes sur la route. Rails de toit et barres transversales sont vendus séparément. Tous les accessoires nécessitent des rails de toit et des barres transversales. Fixation de galerie de toit vendue séparémen, Required for install for Black and Silver Crossbars, Requis pour l’installation des barres transversales noires et argentées,,,25.18,0,701
6283,2024,CX50,JXTM84AP00,KMV6V1360,Soft Bumper Guard,Protège pare-chocs souple,Help protect your Mazda from scratches when packing and unpacking your cargo with our Soft Bumper Guard. It can be connected to the carpet cargo area and folds up easily for storage as well. ,Protégez votre Mazda  des rayures lorsque vous emballez et déballez votre cargaison grâce à notre pare-chocs souple. Il peut être connecté au tapis de l'espace de chargement et se plie facilement pour être rangé. , ,  ,,FALSE,104.85,0.1,705
6284,2024,CX50,JXTM84AP00,KMV6V0240,Pet Seat Protector (Bench seat only),Protecteur de siège pour animaux de compagnie,"Our Pet Seat Protector provides a comfortable way for your furry friends to travel, while also helping to protect your seats from almost any related damage.","Notre protecteur de siège pour animaux de compagnie permet à vos amis à fourrure de voyager confortablement, tout en protégeant vos sièges de presque tous les dommages qui y sont liés.",Bench seat only,Disponible sur banquette uniquement,,TRUE,370.99,0,503
6285,2024,CX50,JXTM84AP00,KMV6V9211,Pet Seatbelt Harness,Harnais de sécurité pour animaux de compagnie,Drive in confidence with our Pet Seatbelt Harness. It helps you maintain focus on the road and helps keep your furry family members safely in place.,Conduisez en toute confiance avec notre harnais ceinture de sécurité pour animaux de compagnie. Il vous aide à rester concentré sur la route et à maintenir vos compagnons à quatre pattes en sécurité.,,,,TRUE,62.16,0,503
6286,2024,CX50,JXTM84AP02,C9N1V0450,"Key Fob Cover, Carbon Fiber",Couvercle de porte - Clé en fibre de carbon,Mazda Carbon Fibre Key Fob Cover help protect your key fob from scratches and damage. ,La housse de porte-clés Mazda en fibre de carbone protège votre porte-clés des rayures et des dommages. ,,,,FALSE,89.95,0,104
6287,2024,CX50,JXTM84AP02,C9N1W3580,First Aid Kit,Trousse de premiers soins,Keep your family safe at home or on the road.  ,Protégez votre famille à la maison et sur la route.  ,,,,FALSE,49.95,0,901
6288,2024,CX50,JXTM84AP02,C9N1W3800,Roadside Assistance Kit,Trousse d'assistance routière,"Be prepared with our Roadside Assistance Kit. Includes a folding reflective triangle, flashlight with batteries, dial tire pressure gauge, emergency blanket, rain poncho, cotton gloves, shop towel, and a multi-function tool. ","Soyez prêt à toute éventualité avec la trousse d’assistance routière. Comprend un triangle réfléchissant pliable, une lampe de poche avec piles, un manomètre de pression de pneus, une couverture d’urgence, un imperméable poncho, des gants de coton, une serviette d’atelier et un outil multifonction. ",,,,FALSE,89.95,0,901
6289,2024,CX50,JXTM84AP02,TD2K66EZ1B,Navigation SD Card,Carte SD de navigation,"Endless destinations await with our accessory navigation system which is integrated into the MAZDA CONNECT™ infotainment system, our accessory navigation includes lane guidance, speed limit alerts, and voice command functions.  ","Des destinations sans fin vous attendent avec notre accessoire de navigation intégré au système info-divertissement MAZDA CONNECT ™, notre accessoire de navigation comprend le guidage de voie, les alertes de limite de vitesse et les fonctions de commande vocale.  ",,,570,TRUE,568.22,0,101
6290,2024,CX50,JXTM84AP02,C9N1V9510,Cargo Blocks,Blocs de cargaison,"Secure your groceries, sports equipment and other loose items while keeping them handy for easy access. ","Sécurisez vos courses, vos équipements de sport et autres articles en vrac tout en les gardant à portée de main pour un accès facile. ",,,,FALSE,74.04,0,504
6291,2024,CX50,JXTM84AP02,C9N2V3855,Roof Rack - Kayak Carrier,Porte-bagages de toit - Porte-kayak,Easily transport your kayak with the roof rack-mounted kayak carrier. Requires roof rack. ,Transportez facilement votre kayak avec le porte-kayak de toit. Porte-bagage de toit requis. ,,,,FALSE,449.95,0.4,702
6292,2024,CX50,JXTM84AP02,C9N1V3861,Roof Rack - Cargo Box,Porte-bagages de toit - Coffre à bagages,"Keep all your gear safely stowed away with our streamlined cargo box, featuring a matte black finish and locking latch. Requires roof rack. ",Rangez votre équipement de façon sécuritaire grâce à notre malle de toit profilée au fini noir mat avec loquet de verrouillage. Porte-bagage de toit requis. ,,,,FALSE,979.95,0.4,702
6293,2024,CX50,JXTM84AP02,C9N1V3854,Roof Rack - Bike Carrier,Porte-bagages de toit - Porte-vélo,Each carrier holds one bicycle. ,Chaque porte-bicyclette permet de transporter un vélo. ,,,,FALSE,439.9,0.3,702
6294,2024,CX50,JXTM84AP02,C9N1V3851,Roof Rack - Ski/Snow Carrier,Porte-bagages toit - Porte-skis/planches à neige,"The sporty, convenient ski/snowboard carrier lets you load up to four snowboards or six pairs of skis. Requires roof rack. ",Ce pratique porte-skis et planches à neige vous permet de transporter jusqu’à 4 planches à neige ou 6 paires de skis. Porte-bagage de toit requis. ,,,,FALSE,529.95,0.3,702
6295,2024,CX50,JXTM84AP02,VA40V0350,All-Weather Floor Mats,Protège-moquettes toutes saisons,"Help keep the great outdoors in its place with all-weather floor mats that guard against snow, mud, sand and whatever else comes through the door.  ","Laissez les grands espaces à l’extérieur. Ces tapis toutes saisons protègent vos moquettes de la neige, de la boue, du sable et de tout ce que vous traînez sous vos semelles.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,TRUE,220,0,502
6296,2024,CX50,JXTM84AP02,BDTVV9090,Alloy Pedal Kit,Pédale en alliage - Trousse,"Our high-quality alloy pedals give your interior a sporty, more powerful appearance. ",Nos pédales en alliage de haute qualité donnent à votre habitacle une allure performante et sportive. ,,,,FALSE,336,0.5,503
6297,2024,CX50,JXTM84AP02,VA40V7210,Auto-Dimming Mirror with Homelink®,Rétroviseur à atténuation automatique HomeLink®,"The Genuine Mazda Accessory Framless Auto Dimming Rearview Mirror lets you program your garage door, entry gates and security lights to operate at the touch of a button. And the smart mirror system with frameless design automatically adjusts to reduce glare from headlights behind you. ","Le rétroviseur sans cadre à auto-atténuation, accessoire d'origine Mazda, vous permet de programmer le fonctionnement de votre porte de garage, de votre portail d'entrée et de votre éclairage de sécurité, à la seule pression d'un bouton. Et le système de rétroviseur intelligent avec design sans cadre s'ajuste automatiquement pour réduire les reflets éblouissants des phares derrière vous. ",,,,FALSE,496.76,0.4,503
6298,2024,CX50,JXTM84AP02,00VPCX50FL10,Floor Liner - First Row,Tapis-doublure de plancher - 1re rangée,"Combine style and function with our custom-fitted premium floor liners. Features patented anti-skid fibre technology, a striking design, and will protect your Mazda for years to come.  ","Combinez style et fonctionnalité avec notre revêtement de plancher de qualité supérieure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre Mazda pour de nombreuses années.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,,193,0,500
6299,2024,CX50,JXTM84AP02,00VPCX50FL20,Floor Liner - Second Row,Tapis-doublure de plancher - 2e rangée,"Combine style and function with our custom-fitted premium floor liners. Features patented anti-skid fibre technology, a striking design, and will protect your Mazda for years to come. ","Combinez style et fonctionnalité avec notre revêtement de plancher de qualité supérieure. Fait de fibres antidérapantes brevetées, il protégera en beauté votre Mazda pour de nombreuses années.  ",Do not place on top of other floor mats ,Ne pas placer sur d'autres protège-moquettes. ,,,139,0,500
6300,2024,CX50,JXTM84AP02,VA4066CHXA,Wireless Charger,Chargeur sans fils,"Charge your Qi enabled smartphone with our Wireless Charging Pad! Simply place your phone on the charging pad until the indicator light turns green, then go about your daily routine. For AWD vehicles. ","Rechargez votre smartphone compatible Qi avec notre chargeur sans fil! Placez simplement votre téléphone sur le chargeur jusqu'à ce que le voyant devienne vert, puis suivez votre routine quotidienne. Pour les véhicules à traction intégrale. ",VA54V7442 required ,VA54V7442 requis,,TRUE,364.27,1.3,102
6301,2024,CX50,JXTM84AP02,VA54V7442,Wireless Charger - harness kit,Chargeur sans fil - kit harnais,"Charge your Qi enabled smartphone with our Wireless Charging Pad! Simply place your phone on the charging pad until the indicator light turns green, then go about your daily routine. For AWD vehicles. ","Rechargez votre smartphone compatible Qi avec notre chargeur sans fil! Placez simplement votre téléphone sur le chargeur jusqu'à ce que le voyant devienne vert, puis suivez votre routine quotidienne. Pour les véhicules à traction intégrale. ",VA4066CHXA required ,VA4066CHXA requis,,,104.5,0,102
6302,2024,CX50,JXTM84AP02,VA40V1350,Retractable Cargo Cover,Couvre-bagages rétractable,"Keep your valuables out of view from prying eyes. Our cargo cover is easy to install, remove or retract when full cargo access is needed. ","Gardez vos objets de valeur à l’abri des regards. Notre cache-bagages se pose, se retire et se replie en un tournemain, pour faciliter le chargement. ",,,,FALSE,249,0.1,705
6303,2024,CX50,JXTM84AP02,VA40V0530,Cargo Net,Filet d’espace de chargement,"Keep your stuff from rolling around your trunk with the cargo net. Secure groceries, sports equipment and other loose items while also keeping them handy. ",Empêchez les objets de rouler dans votre coffre grâce à notre filet à bagages. Fixez solidement votre articles en vrac tout en les gardant à portée de main. ,,,,FALSE,73,0.1,705
6304,2024,CX50,JXTM84AP02,VA41V0360,Cargo Liner with Seatback Protection,Doublure de coffre avec protection de dossier de s,"This flexible, durable cargo liner protects against spills and other damage. Removes easily for quick clean-up. ",Ce protecteur pour espace de chargement pratique et durable prévient les dégâts et autres éclaboussures. S’enlève facilement pour le nettoyage. ,,,,FALSE,166.76,0,705
6305,2024,CX50,JXTM84AP02,VA40V1370,Door Sill Trim Plates - Illuminated,Plaques de seuil de porte - Illuminées,Dress up your vehicle with these stylish illuminated scuff plates. Light your way every time you step in or out of your vehicle.  ,Ajoutez une touche de raffinement à votre véhicule avec ces élégantes plaques de seuil éclairées. Éclairez la voie chaque fois que vous entrez ou sortez de votre véhicule. ,Front Illuminated / Back Non-Illuminated. ,Devant éclairées / Arriere non-éclairées  ,400,TRUE,496.84,0.4,503
6306,2024,CX50,JXTM84AP02,VA41V3840,Roof Rack - Cross Bars Black,Porte-bagages de toit - Barres transversales noir,"No matter what activities you love, your favourite gear can go with you. This versatile crossbar system is used in combination with attachments for transporting bicycles, skis, snowboards and more.  ","Quelles que soient vos activités favorites, votre équipement vous suit partout. Ce système de barres transversales polyvalent peut accueillir différents accessoires de fixation pour vous permettre de transporter vélos, skis, planches à neige et autres indispensables. ",VA54V384E - Required for install for Black and Silver Crossbars  ,VA54V384E - Requis pour l’installation des barres transversales noires et argentées,,FALSE,571.24,0.3,700
6308,2024,CX50,JXTM84AP02,VA40V3862,Roof Rack - Platform,Porte-bagages de toit - Plateforme,Amplify your utility with our versatile Rooftop Platform to help secure and tie down your load. Crossbars required for installation. ,Amplifiez votre utilité grâce à notre plate-forme de toit polyvalente qui permet de sécuriser et d'arrimer votre chargement. Barres transversales requises pour l'installation. ,Cross Bars required ,Barres transversales requises ,,TRUE,1299,0.3,702
6309,2024,CX50,JXTM84AP02,C9N1V9910,"Roof Top Tent, 2 Person","Tente de toit, petite, 2 personnes","Sleeps up to two (2) people. Large doors, windows and skylights with 4-season weather protection with rainfly and waterproof coating. The easy-to-deploy design is great when it’s dark or raining. The mesh panel improves ventilation and lets you view the starry skies. Includes a 2.5"" thick foam mattress. Crossbars required.  ","Peut accueillir jusqu'à deux (2) personnes. Grandes portes, fenêtres et lucarnes. Protection 4 saisons contre les intempéries grâce à la toile de pluie et au revêtement imperméable. La conception facile à déployer est idéale lorsqu'il fait sombre ou qu'il pleut. Le panneau en maille améliore la ventilation et vous permet d'admirer le ciel étoilé. Comprend un matelas en mousse de 2,5"" d'épaisseur. ",The 2-person tent has a weight capacity of 400lbs. ,La tente pour 2 personnes a une capacité de poids de 400 lb.,,FALSE,2411.73,0.7,702
6310,2024,CX50,JXTM84AP02,VA40V3920,Trailer Hitch,Attelage de remorque,Pull your toys to your favourite destination with this receiver designed especially for your vehicle.  ,Tirez vos jouets vers votre destination préférée avec ce récepteur conçu spécialement pour votre véhicule. , ,,150,TRUE,547.36,0.7,703
